car_make,car_model,car_year,car_vin,car_color,car_price,car_mileage,car_condition,car_owner,car_purchase_date,car_insurance_provider,car_insurance_policy_number,car_service_history,car_accidents
Hyundai,Tiburon,2021,JN1CV6EK5CM039565,Yellow,4102.64,149732,used,Hussein Derrell,8/16/2009,Mymm,487002,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6
Mitsubishi,Precis,1919,5UXZV4C58D0113481,Orange,91372.92,254727,new,Hillel Culligan,9/27/2008,Eabox,102365,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",4
Daewoo,Lanos,1972,1C3CDZAB0CN981299,Blue,58948.04,56815,new,Brittan Fenny,5/28/2007,Feedspan,334603,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3
Ford,Aerostar,2022,1GYUKFEJ5AR239096,Goldenrod,10612.74,128171,certified pre-owned,Jannel Wadmore,11/26/2014,Trilith,533159,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",7
Ford,Ranger,1977,3D73M4HL9AG209828,Blue,68128.93,97251,used,Iris Clemensen,2/12/2005,Eimbee,343303,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",9
Honda,Element,2018,JTDZN3EU7EJ451675,Violet,41715.81,223770,new,Holmes Burgin,12/24/2000,Yadel,185950,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",6
Mitsubishi,Mirage,2004,WAUAH74F08N592001,Indigo,20253.21,104728,new,Rodrigo Crush,1/4/2004,Eadel,366898,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",7
Ford,Aspire,1957,WAUDFAFL8AN190851,Crimson,25179.75,241690,used,Morgun Vasyukov,2/20/2013,Thoughtsphere,963957,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",3
Nissan,Versa,1930,1GYFK53209R141846,Mauv,76277.19,254029,new,Otha Doblin,8/28/2014,Yodoo,986297,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",4
Ford,Econoline E250,1934,5GTMNGEE0A8708678,Green,23955.04,21408,new,Margaretta Unsworth,1/5/2001,Meevee,555012,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",5
Volkswagen,riolet,1991,WAUDFAFL0BN233029,Fuscia,83936.9,143920,certified pre-owned,Gretel Pilfold,8/5/2012,Voolith,861321,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,0
Hyundai,Equus,1959,SCFFDABM8EG004852,Puce,16386.92,131813,certified pre-owned,Earvin Allain,3/15/2000,Zava,736824,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",3
Ford,Aerostar,1990,1GYS3AEF3DR267471,Yellow,7925.62,271308,new,Korey Campione,3/31/2016,Youspan,393898,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3
Buick,Riviera,1983,WA1BV74L07D812564,Violet,62649.6,159312,certified pre-owned,Lyell Everard,11/14/2003,Skyba,121936,Phasellus in felis. Donec semper sapien a libero. Nam dui.,3
Ford,Taurus,1901,5YMGZ0C56D0522351,Blue,49812.34,116960,certified pre-owned,Hasheem Exter,5/1/2004,Zoonder,857269,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",6
GMC,Savana 2500,1962,WBAPM77589N615356,Puce,99337.67,9101,new,Nalani Fabb,7/11/2003,Brainbox,127431,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2
Audi,RS 6,1970,1B3CB9HA5AD622355,Red,59620.39,232082,used,Adelina Barreau,1/18/2019,Yacero,706286,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,6
Mazda,B-Series,1965,1HGCR2E7XEA046135,Fuscia,62364.27,206567,used,Horten Heymes,5/19/2008,Realblab,713675,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",8
Honda,Civic,1956,2G4GV5GV3C9002443,Crimson,3731.89,179625,new,Justino Joselson,6/17/2008,Dynabox,518694,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,9
Lexus,RX,1944,1G6AS5S36E0636886,Aquamarine,25145.39,73532,new,Trista Riveles,7/29/2001,Tambee,971306,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",10
Mercedes-Benz,CL-Class,1968,1GYS3BKJ5FR019997,Teal,60302.02,205550,certified pre-owned,Nada Rosendall,12/10/2003,Feedspan,716345,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",8
Lexus,IS,1987,JN8AZ1MU6EW364462,Turquoise,78952.02,238745,new,Antin Ashton,8/3/2015,Realblab,892816,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",3
Lexus,GS,1909,1G4GD5G31FF777823,Orange,14553.43,253331,certified pre-owned,Nichols Risdale,8/8/2002,Wikibox,179685,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9
Fiat,Nuova 500,2002,19UYA42432A223557,Orange,66992.51,19538,new,Lurline Fuzzey,9/19/2002,Gevee,325816,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0
Ford,LTD Crown Victoria,2008,WBANF335X6B726777,Crimson,53053.08,36783,new,Cammy Vazquez,4/13/2008,Meezzy,439991,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,5
Pontiac,G6,1938,1GD312CG5BF031951,Pink,73352.81,250573,new,Natalee Blind,2/15/2022,Rhynyx,990529,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",9
Pontiac,6000,2006,WAUPEAFM2AA202010,Indigo,60951.58,250296,new,Silvie Burt,4/11/2013,Buzzdog,422509,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",5
Nissan,Pathfinder,2001,5N1AN0NU6AC401176,Puce,33169.1,16190,new,Hagen Naden,7/31/2007,Eamia,103949,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",7
Buick,Skylark,2015,19XFB4F26FE770045,Orange,99059.55,201517,certified pre-owned,Etty Jarrell,1/9/2019,Shuffledrive,343798,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",5
Jaguar,XJ,1905,WUARL48H95K455007,Maroon,70043.52,177286,used,Ellery Stonhard,2/9/2008,Divape,416685,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",6
Subaru,Impreza,2001,KL4CJGSB1DB313371,Indigo,3603.85,28132,used,Boniface Fiddler,3/20/2005,Tagtune,210302,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",8
Buick,Regal,1996,3C6TD5JT5CG013390,Purple,17531.79,169678,certified pre-owned,Demetris Rowthorne,5/10/2004,Riffwire,547138,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",8
Mercedes-Benz,CLK-Class,1930,1GYS4DEF6BR697670,Violet,35932.46,89618,certified pre-owned,Ange Roskell,12/15/2012,Youopia,953408,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9
Ford,Thunderbird,1924,SALAG2D48AA132162,Khaki,17342.18,244069,new,Ali Tellenbrook,7/7/2014,Izio,668113,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",3
Mitsubishi,Pajero,1924,5FNYF3H39FB172216,Pink,18719.57,131575,new,Wolfie Labbet,3/2/2019,Blogtag,352498,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",10
Chevrolet,Suburban 1500,1943,WBAFV3C53ED195352,Maroon,90168.98,116378,new,Pieter Ricciardi,2/26/2016,Livefish,869981,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",9
Oldsmobile,Silhouette,1964,1G6DA67V790865938,Mauv,64093.89,142855,new,Nikos Gottschalk,2/11/2005,Zoombeat,890701,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",8
Volvo,V90,1988,JTMHY7AJ2A4538379,Puce,48151.32,97618,used,Markus Follos,5/20/2019,Buzzster,117260,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",7
Subaru,XT,1984,5N1AN0NW3FN443091,Mauv,11403.49,72522,used,Zollie Tebbit,7/7/2017,Meemm,375691,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,2
Ford,Explorer Sport Trac,2022,4T1BD1FK7FU518924,Fuscia,18519.68,16530,certified pre-owned,Frannie Edelheid,2/22/2010,Youtags,639212,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,10
Chevrolet,Suburban 2500,1951,WAUUL68E15A442778,Fuscia,49482.8,82855,used,El Vanns,1/1/2006,Jabbercube,844750,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",4
Chevrolet,Colorado,1932,JM1NC2NFXE0141686,Goldenrod,22828.92,157143,certified pre-owned,Rollins Senett,9/28/2016,Skynoodle,872899,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9
BMW,X3,1915,WBAFR9C57BD970447,Yellow,73207.65,267214,new,Daniel Fawdrie,7/12/2007,Zoovu,644654,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",6
Chevrolet,Suburban,1932,WBAUU33579A361065,Orange,74978.56,111069,new,Brennen Vokes,3/27/2014,Skinix,275156,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",6
Lexus,GS,1903,1VWAS7A38FC218336,Puce,64053.83,89977,certified pre-owned,Kelsey Pinnell,6/3/2017,Shuffledrive,951416,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1
Toyota,Sequoia,1917,WBAEN33444P977630,Purple,69005.24,131462,used,Nolan Bunstone,5/9/2003,Kazio,820551,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",4
Toyota,Tercel,1939,WAUGL58EX5A072468,Red,16189.89,173346,new,Emlen Eadie,11/28/2017,Wordpedia,349088,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2
Chevrolet,Prizm,2001,3C6TD4KT6CG203580,Green,4418.0,104524,new,Aindrea Rottery,7/19/2019,Avamba,539789,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1
Pontiac,G6,1997,1C4NJPBA4ED593721,Yellow,78629.72,204808,used,Anjela Nobles,4/3/2008,Oyope,396062,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",5
Mercedes-Benz,M-Class,1927,WP0AA2A83EK593785,Violet,69984.67,183905,used,Cristin Stearndale,3/5/2016,Agimba,440038,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,10
Mazda,Miata MX-5,1940,WBABD53495P377754,Maroon,93043.47,32432,used,Durward Kagan,6/28/2017,Zoombeat,578466,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",2
Toyota,Prius,1921,WBA3T1C54FP519082,Turquoise,72040.07,160173,certified pre-owned,Dorolisa Casterton,10/12/2009,Yakijo,251531,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",3
Ferrari,California,2016,1G6KD57Y68U421704,Purple,64088.71,181437,used,Lauri Ohrt,5/10/2018,Feednation,955890,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1
